  0    22000
  0    32000
  0    34000
  0    20000
  0    30000
  0    23000
  0   100000
  0    20000
  0    40000
  0    35000
  0    30000
  0    27000
  0    55000
  0    38000
  0    24000
  0    20000
  0    24000
  0     1000
  0    20000
  0    23000
  0    32500
  0    40000
  0    65000
  0    25000
  0    35000
  0    31000
  0    12000
  0    50000
  0    42000
  0    38500
  0    25000
  0    31500
  0    30000
  0    40000
  0    50000
  0    30000
  0    38000
  0    40000
  0    32000
  0    27000
  0    45000
  0    48000
  0    28000
  0    12000
  0    60000
  0    75000
  0    43500
  0    35000
  0    24000
  0    30000
  0    45000
  0    26500
  0    60000
  0    34000
  0    23000
  0    20000
  0    52000
  0    27500
  0    45000
  0    44000
  0    40000
  0    25000
  0    75000
  0    50000
  0    26000
  1    37500
  1    32000
  1   104000
  1    44000
  1    20000
  1    34000
  1    29000
  1    38000
  1    25000
  1    38000
  1    45000
  1    32500
  1    32500
  1    38000
  1    35000
  1    19000
  1    40000
  1    29000
  1    30000
  1    30500
  1    26000
  1    36000
  1    30000
  1    36000
  1    32500
  1    33000
