     7.56     0
     7.57     0
     7.71     0
     7.82     0
     7.82     0
     7.90     0
     8.00     0
     8.00     0
     8.00     0
     8.00     0
     8.00     0
     8.00     0
     8.00     0
     8.05     0
     8.05     0
     8.06     0
     8.11     0
     8.17     0
     8.30     0
     8.33     0
     8.33     0
     8.40     0
     8.50     0
     8.51     0
     8.55     0
     8.57     0
     8.65     0
     8.65     0
     8.71     0
     7.51     1
     7.75     1
     7.90     1
     8.00     1
     8.00     1
     8.00     1
     8.15     1
     8.20     1
     8.25     1
     8.25     1
     8.30     1
     8.30     1
     8.33     1
     8.34     1
     8.35     1
     8.35     1
     8.36     1
     8.40     1
     8.40     1
     8.40     1
     8.40     1
     8.40     1
     8.40     1
     8.45     1
     8.49     1
     8.49     1
     8.49     1
     8.50     1
     8.50     1
     8.50     1
     8.50     1
     8.50     1
     8.50     1
     8.50     1
     8.50     1
     8.50     1
     8.52     1
     8.70     1
     8.75     1
     8.78     1
